date,equity,pnl,strategy,symbol,window
2025-06-13,100328.82,328.82,iron_condor,QQQ,1
2025-06-13,100612.59000000001,283.77,iron_condor,QQQ,1
2025-06-13,100887.32,274.73,iron_condor,QQQ,1
2025-06-26,100965.18000000001,77.86,iron_condor,QQQ,2
2025-07-03,101041.79000000001,76.61,iron_condor,QQQ,2
2025-07-03,101011.21,-30.58,iron_condor,QQQ,2
2025-07-11,101410.22,399.01,iron_condor,QQQ,2
2025-07-11,101668.98,258.76,iron_condor,QQQ,2
2025-07-11,101842.95,173.97,iron_condor,QQQ,2
2025-08-12,101730.37,-112.58,iron_condor,QQQ,3
2025-08-21,101192.23999999999,-538.13,iron_condor,QQQ,4
2026-02-03,101185.23,-7.01,iron_condor,QQQ,9
2026-02-03,101110.58,-74.65,iron_condor,QQQ,9
2026-02-03,101141.67,31.09,iron_condor,QQQ,9
2026-03-26,101321.02,179.35,iron_condor,QQQ,11
2026-03-27,101379.49,58.47,iron_condor,QQQ,11
2026-04-01,101353.43000000001,-26.06,iron_condor,QQQ,11
2026-04-08,101222.39000000001,-131.04,iron_condor,QQQ,11
2026-04-09,100754.62000000001,-467.77,iron_condor,QQQ,11
2026-04-09,100521.13,-233.49,iron_condor,QQQ,11
