date,equity,pnl,strategy,symbol,window
2025-05-12,99994.3,-5.7,iron_condor,QQQ,2
2025-05-23,99962.32,-31.98,iron_condor,QQQ,3
2025-06-02,101724.90000000001,814.37,iron_condor,QQQ,5
2025-06-09,100910.53000000001,948.21,iron_condor,QQQ,4
2025-06-11,102485.58,760.68,iron_condor,QQQ,5
2025-06-12,103245.31,759.73,iron_condor,QQQ,5
2025-06-23,104013.09999999999,767.79,iron_condor,QQQ,5
2025-06-23,104279.02999999998,265.93,iron_condor,QQQ,5
2025-06-30,105261.51999999999,982.49,iron_condor,QQQ,6
2025-07-07,106246.62,985.1,iron_condor,QQQ,6
2025-07-07,107118.37999999999,871.76,iron_condor,QQQ,6
2025-07-07,107048.18999999999,-70.19,iron_condor,QQQ,6
2025-08-04,109170.37999999999,1074.45,iron_condor,QQQ,8
2025-08-04,110249.15999999999,1078.78,iron_condor,QQQ,8
2025-08-04,108095.93,1047.74,iron_condor,QQQ,8
2025-08-08,112519.04,2269.88,iron_condor,QQQ,10
2025-08-11,114803.48,2284.44,iron_condor,QQQ,10
2025-08-11,117073.64,2270.16,iron_condor,QQQ,10
2025-08-26,119403.31999999999,2329.68,iron_condor,QQQ,10
2025-08-29,121682.2,2278.88,iron_condor,QQQ,10
2025-08-29,124013.2,2331.0,iron_condor,QQQ,10
2025-09-29,123949.37999999999,-63.82,iron_condor,QQQ,12
2026-03-26,123720.56999999999,-228.81,iron_condor,QQQ,27
2026-03-26,123645.04999999999,-75.52,iron_condor,QQQ,27
2026-03-27,122570.73999999999,-1074.31,iron_condor,QQQ,27
2026-04-01,122010.07999999999,-560.66,iron_condor,QQQ,27
2026-04-08,120501.85999999999,-1176.01,iron_condor,QQQ,27
2026-04-08,121677.86999999998,-332.21,iron_condor,QQQ,27
2026-04-08,120436.94999999998,-64.91,iron_condor,QQQ,27
