symbol,feature,feature_type,horizon_days,ic,p_value,n_obs
QQQ,closing_range_position,vlmc,10,0.0528,0.2499,477
QQQ,hurst_wavelet,fractal,20,0.3107,0.0,365
QQQ,hurst_scale_spread,fractal,20,-0.0262,0.618,365
QQQ,psd_beta,fractal,20,0.0249,0.6349,365
QQQ,multifractal_width,fractal,20,0.0,,365
QQQ,multifractal_asymmetry,fractal,20,0.0,,365
QQQ,session_vwap_position,vlmc,20,-0.0389,0.4022,467
QQQ,session_vwap_q1,vlmc,20,-0.0375,0.4188,467
QQQ,session_vwap_q2,vlmc,20,-0.025,0.5898,467
QQQ,session_vwap_q3,vlmc,20,-0.0472,0.3091,467
QQQ,session_high_timing,vlmc,20,-0.0517,0.265,467
QQQ,session_low_timing,vlmc,20,0.1037,0.025,467
QQQ,session_volume_front_load,vlmc,20,-0.0751,0.1052,467
QQQ,session_volume_shape,vlmc,20,-0.0567,0.2213,467
QQQ,power_hour_momentum,vlmc,20,0.0235,0.6122,467
QQQ,power_hour_vol_accel,vlmc,20,-0.1206,0.0091,467
QQQ,power_hour_vwap_cross,vlmc,20,0.0531,0.252,467
QQQ,closing_imbalance,vlmc,20,0.0436,0.3467,467
QQQ,closing_range_position,vlmc,20,0.0237,0.6102,467
