date,equity,pnl,strategy,symbol,window
2024-06-12,100127.85,127.85,iron_condor,QQQ,1
2024-06-28,100225.58,97.73,iron_condor,QQQ,1
2024-07-05,100065.19,-160.39,iron_condor,QQQ,1
2024-07-17,100093.57,28.38,iron_condor,QQQ,1
2024-07-18,100069.06000000001,-24.51,iron_condor,QQQ,1
2024-07-25,99840.97000000002,-228.09,iron_condor,QQQ,2
2024-10-17,100456.93000000002,615.96,iron_condor,QQQ,3
2024-10-25,100500.40000000002,43.47,iron_condor,QQQ,3
2024-11-04,100503.31000000003,2.91,iron_condor,QQQ,3
2024-11-06,100253.00000000003,-250.31,iron_condor,QQQ,3
2024-11-15,100340.24000000003,87.24,iron_condor,QQQ,3
2025-01-14,100595.38000000003,255.14,iron_condor,QQQ,4
2025-02-25,101366.98000000004,771.6,iron_condor,QQQ,5
2025-03-06,100911.36000000004,-455.62,iron_condor,QQQ,5
2025-04-03,100974.65000000004,63.29,iron_condor,QQQ,6
2025-05-13,100661.24000000003,-313.41,iron_condor,QQQ,6
2025-06-27,100673.87000000004,12.63,iron_condor,QQQ,7
2025-07-11,100832.11000000004,158.24,iron_condor,QQQ,7
2025-07-29,100845.28000000004,13.17,iron_condor,QQQ,8
2025-08-07,100568.93000000004,-276.35,iron_condor,QQQ,8
2025-09-11,101053.15000000004,484.22,iron_condor,QQQ,8
2025-10-01,101242.16000000003,189.01,iron_condor,QQQ,9
2026-02-03,101679.64000000003,437.48,iron_condor,QQQ,11
2026-02-23,101908.15000000002,228.51,iron_condor,QQQ,11
2026-03-10,102395.23000000003,487.08,iron_condor,QQQ,11
2026-03-19,102139.23000000003,-256.0,iron_condor,QQQ,12
2026-03-27,101907.92000000003,-231.31,iron_condor,QQQ,12
2026-04-01,101669.69000000003,-238.23,iron_condor,QQQ,12
