date,equity,pnl,strategy,symbol,window
2025-08-15,99995.85,-4.15,iron_condor,QQQ,3
2025-09-08,100457.48000000001,461.63,iron_condor,QQQ,4
2025-09-09,100934.63,477.15,iron_condor,QQQ,4
2025-09-12,101464.88,530.25,iron_condor,QQQ,4
2025-09-16,101496.98000000001,32.1,iron_condor,QQQ,4
2025-09-16,101519.73000000001,22.75,iron_condor,QQQ,4
2025-09-16,101584.66,64.93,iron_condor,QQQ,4
2025-10-02,101746.29000000001,161.63,iron_condor,QQQ,5
2025-10-09,102535.31000000001,789.02,iron_condor,QQQ,5
2025-10-10,103593.82,1058.51,iron_condor,QQQ,5
2025-10-16,103647.1,53.28,iron_condor,QQQ,5
2025-10-16,103664.55,17.45,iron_condor,QQQ,5
2025-10-16,103651.15000000001,-13.4,iron_condor,QQQ,5
2025-10-28,103003.01000000001,-648.14,iron_condor,QQQ,6
2025-10-29,102432.03000000001,-570.98,iron_condor,QQQ,6
2025-11-10,103042.79000000001,610.76,iron_condor,QQQ,6
2025-11-13,103048.90000000001,6.11,iron_condor,QQQ,6
2025-11-13,102816.64000000001,-232.26,iron_condor,QQQ,6
2025-11-14,102692.04000000001,-124.6,iron_condor,QQQ,6
