date,equity,pnl,strategy,symbol,window
2024-05-31,100441.28,441.28,iron_condor,QQQ,1
2024-10-09,100801.91,360.63,iron_condor,QQQ,3
2024-11-15,100647.55,-154.36,iron_condor,QQQ,3
2024-12-11,100994.67,347.12,iron_condor,QQQ,4
2024-12-20,100579.02,-415.65,iron_condor,QQQ,4
2025-01-02,100836.42,257.4,iron_condor,QQQ,4
2025-01-14,101291.49,455.07,iron_condor,QQQ,4
2026-02-23,101518.3,226.81,iron_condor,QQQ,11
2026-03-03,101073.41,-444.89,iron_condor,QQQ,11
2026-03-10,101369.28,295.87,iron_condor,QQQ,11
2026-05-05,101129.66,-239.62,iron_condor,QQQ,12
