date,equity,pnl,strategy,symbol,window
2024-06-17,99410.41,-589.59,iron_condor,QQQ,1
2024-06-17,98909.73000000001,-500.68,iron_condor,QQQ,1
2024-06-17,98418.57,-491.16,iron_condor,QQQ,1
2024-07-09,98434.08,15.51,iron_condor,QQQ,1
2024-07-10,98518.25,84.17,iron_condor,QQQ,1
2024-07-12,98579.94,61.69,iron_condor,QQQ,1
2024-07-17,97954.35,-625.59,iron_condor,QQQ,1
2024-07-17,97412.79000000001,-541.56,iron_condor,QQQ,1
2024-07-18,96949.04000000001,-463.75,iron_condor,QQQ,1
2025-02-25,98317.66,142.26,iron_condor,QQQ,5
2025-02-25,97845.38,896.34,iron_condor,QQQ,5
2025-02-25,98175.40000000001,330.02,iron_condor,QQQ,5
2025-05-14,98146.2,-171.46,iron_condor,QQQ,6
2025-05-14,97761.91,-384.29,iron_condor,QQQ,6
2025-05-14,97701.08,-60.83,iron_condor,QQQ,6
2025-06-30,97252.29000000001,-448.79,iron_condor,QQQ,7
2025-07-03,96771.77000000002,-430.68,iron_condor,QQQ,7
2025-07-03,97202.45000000001,-49.84,iron_condor,QQQ,7
2025-07-11,97031.07000000002,31.35,iron_condor,QQQ,7
2025-07-11,96999.72000000002,100.0,iron_condor,QQQ,7
2025-07-11,96899.72000000002,127.95,iron_condor,QQQ,7
2025-07-29,97045.90000000002,14.83,iron_condor,QQQ,8
2025-07-29,97066.87000000002,20.97,iron_condor,QQQ,8
2025-07-29,97076.32000000002,9.45,iron_condor,QQQ,8
2025-08-08,96662.34000000003,-413.98,iron_condor,QQQ,8
2025-08-22,96747.11000000003,84.77,iron_condor,QQQ,8
2025-09-02,96913.28000000003,166.17,iron_condor,QQQ,8
2025-09-11,97213.80000000003,-130.29,iron_condor,QQQ,8
2025-09-11,97182.55000000003,-31.25,iron_condor,QQQ,8
2025-09-11,97344.09000000003,430.81,iron_condor,QQQ,8
2025-09-29,97221.64000000003,39.09,iron_condor,QQQ,9
2025-10-01,97286.43000000002,64.79,iron_condor,QQQ,9
2025-10-06,97404.96000000002,118.53,iron_condor,QQQ,9
2025-11-10,97637.80000000002,232.84,iron_condor,QQQ,9
2026-03-26,97182.09000000001,-455.71,iron_condor,QQQ,12
2026-03-27,96690.11000000002,-491.98,iron_condor,QQQ,12
2026-03-27,96110.71000000002,-579.4,iron_condor,QQQ,12
2026-04-01,95607.12000000002,-503.59,iron_condor,QQQ,12
2026-04-08,94608.31000000003,-998.81,iron_condor,QQQ,12
2026-04-09,94075.64000000003,-532.67,iron_condor,QQQ,12
