date,equity,pnl,strategy,symbol,window
2025-06-13,100935.17,935.17,iron_condor,QQQ,1
2025-06-18,101891.24,956.07,iron_condor,QQQ,1
2025-06-25,102863.87000000001,972.63,iron_condor,QQQ,1
2025-06-25,103836.92000000001,973.05,iron_condor,QQQ,2
2025-07-09,103709.91000000002,-127.01,iron_condor,QQQ,2
2025-07-23,104411.94000000002,702.03,iron_condor,QQQ,3
2025-07-31,105426.61000000002,1014.67,iron_condor,QQQ,5
2025-08-19,107473.24000000002,1040.08,iron_condor,QQQ,6
2025-08-19,108508.85000000002,1035.61,iron_condor,QQQ,6
2025-08-20,106034.27000000002,607.66,iron_condor,QQQ,5
2025-08-20,106433.16000000002,398.89,iron_condor,QQQ,5
2025-09-02,109552.75000000001,1043.9,iron_condor,QQQ,7
2025-11-03,110455.37000000001,902.62,iron_condor,QQQ,11
2025-11-05,111337.13,881.76,iron_condor,QQQ,11
