symbol,feature,feature_type,ic,p_value,n_obs
QQQ,hurst_wavelet,fractal,-0.009833584898833082,0.798125380005641,679
QQQ,hurst_scale_spread,fractal,-0.09702090819069231,0.011424265652490715,679
QQQ,psd_beta,fractal,0.014023784862909675,0.7152821951593659,679
QQQ,multifractal_width,fractal,-0.07257308943765027,0.058745774358703956,679
QQQ,multifractal_asymmetry,fractal,-0.020358857841518054,0.5964024794353183,679
