date,equity,pnl,strategy,symbol,window
2025-09-30,153412.83999999994,1234.43,iron_condor,QQQ,12
2025-09-30,156971.43999999994,1800.5,iron_condor,QQQ,13
2025-10-14,160407.54999999996,489.06,iron_condor,QQQ,13
2025-10-14,158814.85999999996,1843.42,iron_condor,QQQ,13
2025-10-14,159918.48999999996,1103.63,iron_condor,QQQ,13
2025-10-28,162226.89999999997,1819.35,iron_condor,QQQ,16
2025-10-29,164045.70999999996,1818.81,iron_condor,QQQ,16
2025-10-30,165850.04999999996,1804.34,iron_condor,QQQ,16
2025-11-11,167757.48999999996,1907.44,iron_condor,QQQ,16
2025-11-11,174428.97999999995,953.72,iron_condor,QQQ,17
2025-11-12,169687.22999999995,1929.74,iron_condor,QQQ,16
2025-11-13,171613.32999999996,1926.1,iron_condor,QQQ,16
2025-11-17,175378.90999999995,949.93,iron_condor,QQQ,17
2025-11-20,175132.39999999994,-246.51,iron_condor,QQQ,17
2025-11-25,173475.25999999995,1861.93,iron_condor,QQQ,16
2025-12-29,176979.03999999995,1846.64,iron_condor,QQQ,20
2026-01-06,180156.10999999996,1903.96,iron_condor,QQQ,21
2026-01-20,178375.69999999995,1396.66,iron_condor,QQQ,20
2026-01-20,178252.14999999997,-123.55,iron_condor,QQQ,20
2026-01-20,182030.62999999995,1874.52,iron_condor,QQQ,21
2026-02-03,187310.8099999999,-126.64,iron_condor,QQQ,21
2026-02-03,183901.70999999993,1871.08,iron_condor,QQQ,21
2026-02-03,185740.58999999994,1838.88,iron_condor,QQQ,21
2026-02-03,187437.44999999992,1696.86,iron_condor,QQQ,21
2026-02-17,193241.4599999999,3391.12,iron_condor,QQQ,23
2026-02-17,189850.3399999999,2539.53,iron_condor,QQQ,23
2026-02-18,196587.6999999999,3346.24,iron_condor,QQQ,23
2026-03-03,198830.1799999999,2242.48,iron_condor,QQQ,23
2026-03-03,200694.7799999999,1864.6,iron_condor,QQQ,23
2026-03-03,201991.5799999999,1296.8,iron_condor,QQQ,23
2026-03-17,201715.4499999999,-232.57,iron_condor,QQQ,24
2026-03-17,202091.6499999999,100.07,iron_condor,QQQ,24
2026-03-17,201948.0199999999,-143.63,iron_condor,QQQ,24
2026-04-13,205205.0899999999,3489.64,iron_condor,QQQ,26
2026-04-14,208475.34999999992,734.85,iron_condor,QQQ,26
2026-04-14,207740.4999999999,2535.41,iron_condor,QQQ,26
2026-04-14,208295.0899999999,-180.26,iron_condor,QQQ,26
